name,fish_group,visual_effect,user_id,rating,item_id
2x Scalar Zebra - Pterophyllum scalare - DNZ,Cichlids,interesting body shape,481,4,295
Web Loach - Botia lohachata,Loaches,swarm behaviour,481,6,136
Brush Platy 'Wagtail' - Xiphophorus maculatus,Tooth carp,especially colorful,481,7,513
Malawi cichlid color mix - Cichlidae spec.,Cichlids,forms precincts,481,5,289
Harlequin Bass - Uara amphiacenthoides,Cichlids,interesting behaviour,481,8,340
L204 Striped loricariid - Panaqolus albivermis - 10 cm,Catfish,forms precincts,481,3,170
Panda loach - Protomyzon pachychilus,Loaches,especially colorful,481,7,191
L200 Yellow Phantom Catfish - Hemiancistrus subviridis - 5-8 cm,Catfish,forms precincts,481,4,155
"Swordtail ""Pineapple"" - Xiphophorus Helleri",Tooth carp,especially colorful,481,5,450
3x Blue Yellow Mouthbrooder - Pseudotropheus acei - TRIO (2W/1M) - DNZ 4 cm,Cichlids,forms territories (when spawning),481,3,273
2x five-striped cichlid - Neolamprologus tretocephalus - DNZ - pair,Cichlids,especially colorful,481,7,277
"Painted callous catfish ""albino"" - Hoplosternum thoracatum",Catfish,forms territories (when spawning),481,3,147
Python Spiny Eel - Mastacembelus armatus,Spiny eels,especially colorful,481,4,240
"Fighting fish male ""Red"" xl",Labyrinth fish,especially colorful,481,5,400
L240 - Sailfin snouttooth catfish - Leporacanthicus sp. - 6cm,Catfish,especially colorful,481,4,209
L403 - Panoqolus sp. - DNZ 4-5 cm,Catfish,forms precincts,481,4,156
"Cardinalfish golden-orange - Tanichthys albonubes ""orange""",Beardies,especially colorful,481,7,63
"2 x butterfly cichlid ""electric blue"" - Microgeophagus ramirezi - pair",Cichlids,especially colorful,481,4,288
Butterfly Rainbow Fish - Pseudomugil signifer,Spikefish,especially colorful,481,6,51
Firetail - Epalzeorhynchos (Labeo) bicolor,Other fish,especially colorful,481,5,526
Honeycomb Catfish - Glyptoperichthys gibbiceps - L165,Catfish,forms precincts,481,5,154
Amazon billed catfish - Farlowella acus,Catfish,forms precincts,481,2,161
2x purple perch - Pseudotropheus lombardoi DNZ pairs,Cichlids,especially colorful,481,5,348
"Blue Platy ""tuxedo"" - Xiphophorus maculatus",Tooth carp,especially colorful,481,6,470
Betta female crested betta - Betta splendens,Labyrinth fish,especially colorful,481,5,417
Snail cichlid DNZ - Lamprologus ocellatus,Cichlids,forms precincts,481,5,269
"2 x butterfly cichlid ""gold"" XXL - Microgeophagus ramirezi - pair DNZ",Cichlids,especially colorful,481,4,358
Kaisertetra EU-NZ - Nematobrycon palmeri,Tetra,especially colorful,481,7,24
Orange Seam Cichlid - Andinocara rivulatus,Cichlids,interesting behaviour,481,10,262
Island Barb - Oliotius (Puntius) oligolepis,Barbs,swarm behaviour,481,6,96
L270 - Chocolate Zebra Catfish - Hypancistrus sp. 5cm,Catfish,especially colorful,481,7,244
Male Lemon Guppy - Poecilia reticulata,Tooth carp,especially colorful,481,7,436
L184 / L107 Brilliant catfish - Ancistrus sp. - DNZ 5-6cm,Catfish,especially colorful,481,6,176
Ear grating Loricariidae - Otocinclus,Catfish,swarm behaviour,481,6,247
Mouthbrooding witch catfish - Loricaria simillima,Catfish,forms territories (when spawning),481,6,169
"Sumatran barb ""gold"" - Barbus tetrazona",Barbs,swarm behaviour,481,9,33
Veiled Barb - Pethia conchonius,Barbs,especially colorful,481,5,91
"2x peacock cichlid ""red tiger"" - Astronotus ocellatus - pair",Cichlids,especially colorful,481,5,312
African Butterflyfish - Pantodon buchholzi,Bone Tongues,especially colorful,481,5,376
L18 - Golden Nugget - Baryancistrus xanthellus - 6-8cm,Catfish,especially colorful,481,4,190
Panda Platy - Xiphophorus maculatus,Tooth carp,especially colorful,481,5,516
Mouse Loach - Yasuhikotakia morleti,Loaches,swarm behaviour,481,8,219
"Neon tetra ""diamant"" EU-NZ - Paracheirodon innesi",Tetra,swarm behaviour,481,7,5
"2x dwarf cichlid - Apistogramma agassizii ""Fire Red"" - DNZ pair",Cichlids,forms territories (when spawning),481,3,300
"Endler's guppy male ""green tiger"" - Poecilia wingei",Tooth carp,especially colorful,481,6,480
2 x Tanganyika golden cichlids - Neolamprologus leleupi - DNZ pairs,Cichlids,forms precincts,481,2,310
"Parrot Platy ""Hawaii"" - Xiphophorus variatus",Tooth carp,especially colorful,481,7,471
"Platy ""pineapple needle"" - Xiphophorus maculatus",Tooth carp,especially colorful,481,4,454
Tortoiseshell Catfish - LDA 16 - Ancistrus sp. - DNZ,Catfish,forms precincts,481,5,236
Discus heckel DNZ - Symphysodon discus,Cichlids,especially colorful,481,4,305
"Platy ""korall berliner"" - Xiphophorus maculatus",Tooth carp,especially colorful,481,4,515
"Sailfin ""dalmatian"" - Poecilia velifera",Tooth carp,especially colorful,481,4,497
Three-banded Tetra - Nannostomus trifasciatus,Tetra,especially colorful,481,5,110
Eye line armored catfish - Corydoras schwartzi,Catfish,swarm behaviour,481,9,168
Spotted catfish - Synodontis multipunctatus,Catfish,especially colorful,481,6,243
Neon Black - Hyphessobrycon herbertaxelrodi - DNZ,Tetra,swarm behaviour,481,6,20
"Platy ""Rainbow"" - Xiphophorus maculatus",Tooth carp,especially colorful,481,4,446
Platy 'Marygold Glowlight' - Xiphophorus maculatus,Tooth carp,especially colorful,481,5,433
Torpedo callous catfish - Dianema longibarbis 8-10 cm,Catfish,swarm behaviour,481,6,186
Golden Mourning Cloak Tetra - Gymnocorymbus ternetzi,Tetra,especially colorful,481,5,56
Reddish Dwarf Rasbora lg - Microrasbora rubescens,Beardies,swarm behaviour,481,7,108
Blackwing Hatchetfish - Carnegiella marthae,Tetra,swarm behaviour,481,7,71
"Guppy male ""dumbo ear"" - Poecilia reticulata",Tooth carp,especially colorful,481,6,464
Golden Ringed Goby - Brachygobius xanthozona,Gobies,forms precincts,481,5,143
African-finned sucker - Sewellia lineolata,Loaches,swarm behaviour,481,8,251
Red Neon - Paracheirodon axelrodi - DNZ,Tetra,especially colorful,481,5,128
Neon blue goby - Stiphodon atropurpureus,Gobies,especially colorful,481,7,152
Finite bichir - Polypterus finiteri - 4cm,Other fish,forms precincts,481,3,529
Brown White-fronted Knifefish - Apteronotus albifrons,Other fish,forms precincts,481,2,535
"2x scalar ""Blue Pearl"" - Pterophyllum scalare - DNZ",Cichlids,forms territories (when spawning),481,5,293
"Zebrafish ""Veil"" - Brachydanio rerio",Beardies,swarm behaviour,481,7,45
Veil Bitterling Barb DNZ - Barbus titteya,Barbs,especially colorful,481,4,78
Mosaic Gourami gold DNZ - Trichogaster leeri,Labyrinth fish,forms territories (when spawning),481,4,420
Platy 'blue calico glowlight' - Xiphophorus maculatus,Tooth carp,especially colorful,481,5,475
Male Fighting Fish - Betta splendens,Labyrinth fish,especially colorful,481,4,399
Scalar cobalt green mirror - Pterophyllum scalare,Cichlids,interesting body shape,481,2,302
L038 - Banded dwarf shield catfish - Peckoltia spec.,Catfish,especially colorful,481,4,163
Female Betta Dumbo Ear - Betta splendens,Labyrinth fish,interesting body shape,481,1,413
"Parrot Platy ""Highfin"" - Xiphophorus variatus",Tooth carp,especially colorful,481,6,444
Emperor Cichlid Red Flush - Aulonocara hansbeanschi Red flush,Cichlids,forms territories (when spawning),481,6,357
Redfin Loach - Yasuhikotakia (Botia) modesta,Loaches,swarm behaviour,481,8,171
Butterfly Pleco - L168 - Zonancistrus brachyurus - DNZ,Catfish,especially colorful,481,5,160
Gold sucking loach - Gyrinocheilus aymonieri,Loaches,forms precincts,481,5,133
Discus red melon DNZ - Symphysodon aequifasciatus,Cichlids,especially colorful,481,4,268
Redtail Crested Puffer - Carinotetraodon irrubesco,Pufferfish,interesting body shape,481,4,382
Microrasbora dwarf rasbora - Boraras micros,Beardies,interesting behaviour,481,10,106
Guppy koi tuxedo - Poecilia reticulata,Tooth carp,especially colorful,481,7,467
Bitterling Barb - Barbus titteya,Barbs,especially colorful,481,6,74
Betta male superdelta Dumbo Ear lg - Betta splendens,Labyrinth fish,interesting body shape,481,1,418
Amapa Glowlight Tetra - Hyphessobrycon amapaensis,Tetra,swarm behaviour,481,7,124
Brilliant Tetra - Moenkhausia pitteri,Tetra,swarm behaviour,481,9,77
"2 x butterfly cichlid ""blue punk"" - Microgeophagus ramirezi - pair",Cichlids,especially colorful,481,5,362
Congo Tetra med - Phenacogrammus interruptus,Tetra,especially colorful,481,7,117
Goldstreaked Armored Catfish - Corydoras schultzei,Catfish,swarm behaviour,481,9,253
2x Yellow Viktoria Mouthbrooder - Haplochromis rock kribensis - DNZ 5cm,Cichlids,forms territories (when spawning),481,3,323
Eyespot Cichlid - Heros severus,Cichlids,becomes particularly large,481,6,259
"2x scalar ""mix"" - Pterophyllum scalare - DNZ",Cichlids,forms territories (when spawning),481,6,297
"2x scalar ""Leopard"" - Pterophyllum scalare - DNZ",Cichlids,forms territories (when spawning),481,5,355
"Platy ""Red Wagtail"" - Xiphophorus maculatus",Tooth carp,especially colorful,481,6,455
2x Günther's killifish - Nothobranchius guentheri - pair,Tooth carp,especially colorful,481,6,373
Beautiful Snakehead - Channa pulchra - DNZ - 10cm,Other fish,forms territories (when spawning),481,5,533
Dwarf Snakehead - Channa gachua blue bengal - DNZ 8-10cm,Other fish,forms territories (when spawning),481,5,532
King Tetra Super Blue DNZ - Inpaichthys kerri super blue,Tetra,especially colorful,481,7,73
Corydoras trilineatus - Corydoras trilineatus,Catfish,swarm behaviour,481,8,195
L226 - Pink Tiger Pleco - Panaqolus changae - 5-6cm,Catfish,especially colorful,481,5,210
"Betta male ""super-delta xl"" - Betta splendens",Labyrinth fish,forms precincts,481,5,403
2x Scalar Marble - Pterophyllum scalare - DNZ,Cichlids,forms territories (when spawning),481,5,263
Blind Cave Tetra - Astyanax jordai (fasciatus mexicanus),Tetra,swarm behaviour,481,8,101
L136 - Demini Angelfish - Hypancistrus sp. DNZ 5cm,Catfish,especially colorful,481,5,164
"2x Red Dwarf Cichlid - Apistogramma agassizii ""Red"" - DNZ pair",Cichlids,forms territories (when spawning),481,5,281
Guppy koi blond tuxedo - Poecilia reticulata,Tooth carp,especially colorful,481,4,472
Brazil. Cherry spotted tetra - Hyphessobrycon socolofi,Tetra,especially colorful,481,4,100
"Guppy male ""Cobra Green"" - Poecilia reticulata",Tooth carp,especially colorful,481,4,459
"Golden Emperor Tetra EU-NZ - Nematobrycon palmeri ""gold""",Tetra,especially colorful,481,6,64
Cobalt zebra cichlid bright blue - Pseudotropheus callainos,Cichlids,forms precincts,481,2,333
"2 x blue spotted perch ""Neon Blue"" - Aequidens pulcher - DNZ - 5cm - pair",Cichlids,especially colorful,481,5,284
Black Phantom Tetra - Hyphessobrycon megalopterus,Tetra,swarm behaviour,481,6,29
Medaka Medaka - Oryzias latipes,Carps,especially colorful,481,7,374
Moss Barb - Barbus tetrazona - DNZ,Barbs,especially colorful,481,7,38
Fighting fish male poster lg - Betta splendens,Labyrinth fish,interesting body shape,481,3,398
2x Nicaragua cichlid - Cichlasoma nicaraguense - DNZ pair,Cichlids,especially colorful,481,6,317
"Male guppy ""Koi kohaku"" - Poecilia reticulata",Tooth carp,especially colorful,481,4,495
2 x Forktail Checkerboard Cichlid - Dicrossus filamentosus - 4cm - pair,Cichlids,forms territories (when spawning),481,6,294
Longitudinal striped ornamental tetra - Nannostomus beckfordi,Tetra,especially colorful,481,6,87
Harlequin Barb - Trigonostigma heteromorpha - DNZ,Beardies,especially colorful,481,6,12
Redfin Tetra - Aphyocharax anisitsi,Tetra,swarm behaviour,481,6,121
Real Palembang Puffer Fish - Poa (Tetraodon) palembangensis,Pufferfish,especially colorful,481,5,381
"Betta male Superdelta ""Dumbo Ear""xl",Labyrinth fish,especially colorful,481,7,430
Scalar blue pearl XL - Pterophyllum scalare,Cichlids,interesting body shape,481,2,344
2x Gourami - Colisa chuna - pair,Labyrinth fish,especially colorful,481,7,396
Scalar marble XL - Pterophyllum scalare,Cichlids,forms territories (when spawning),481,3,308
Tailstripe Rasbora - Boraras urophthalmoides,Beardies,swarm behaviour,481,6,61
Swordtail pineapple wagtail - Xiphophorus Helleri,Tooth carp,interesting body shape,481,2,485
Chameleon cichlid - Pseudotropheus crabro,Cichlids,forms territories (when spawning),481,6,332
Male arctic blue guppy - Poecilia reticulata,Tooth carp,especially colorful,482,4,501
"Guppy male ""neon red tuxedo"" - Poecilia reticulata",Tooth carp,especially colorful,482,6,499
"3x zebra cichlid ""blue-red"" - Pseudotropheus estherae - TRIO (2W/1M)",Cichlids,forms precincts,482,3,286
2x Red-crested Eartheater - Geophagus steindachneri - DNZ 5 cm,Cichlids,forms territories (when spawning),482,9,275
Witch Catfish - Rineloricaria fallax - 8-10cm,Catfish,especially colorful,482,3,231
"Parrot Platy ""Hawaii - high fin"" - Xiphophorus variatus",Tooth carp,especially colorful,482,3,493
"2x Scalar ""White Marble"" - Pterophyllum scalare - DNZ",Cichlids,forms territories (when spawning),482,8,292
"2 x butterfly cichlid ""gold"" XXL - Microgeophagus ramirezi - pair DNZ",Cichlids,especially colorful,482,4,358
2x azure cichlids - Sciaenochromis freyeri DNZ pairs,Cichlids,forms territories (when spawning),482,6,291
Island Barb - Oliotius (Puntius) oligolepis,Barbs,swarm behaviour,482,4,96
Neon Black - Hyphessobrycon herbertaxelrodi - DNZ,Tetra,swarm behaviour,482,4,20
"Molly ""Dalmatian"" - Poecilia sphenops",Tooth carp,especially colorful,482,3,448
Scalar color mix - Pterophyllum scalare,Cichlids,forms territories (when spawning),482,8,256
L181 Spotted Catfish - Ancistrus sp. - DNZ 4cm,Catfish,forms territories (when spawning),482,8,198
Spotted catfish - Synodontis multipunctatus,Catfish,especially colorful,482,4,243
Swordtail Lyre Mix - Xiphophorus Helleri,Tooth carp,especially colorful,482,5,494
White spotted cichlid DNZ - Tropheus duboisi maswa,Cichlids,forms territories (when spawning),482,8,331
Gourami gold lg - Trichogaster trichopterus,Labyrinth fish,especially colorful,482,5,392
L46 Zebra loricariid - Hypancistrus zebra,Catfish,especially colorful,482,6,237
"Fighting fish male ""Red"" xl",Labyrinth fish,especially colorful,482,5,400
Brush Platy 'Wagtail' - Xiphophorus maculatus,Tooth carp,especially colorful,482,3,513
"Endler Guppy ""Japan blue"" - Poecilia wingei - M",Tooth carp,especially colorful,482,6,511
"Platy ""Rainbow"" - Xiphophorus maculatus",Tooth carp,especially colorful,482,6,446
Redfin Loach - Yasuhikotakia (Botia) modesta,Loaches,swarm behaviour,482,6,171
Purplehead Barb - Pethia nigrofasciata DNZ,Barbs,especially colorful,482,6,114
Axolotl - Ambystoma mexicanum - DNZ,Other fish,especially colorful,482,4,534
Espes harlequin rasbora - Trigonostigma (Rasbora) espei,Beardies,swarm behaviour,482,6,17
Pastel Goby - Tateurdina ocellicauda,Gobies,especially colorful,482,6,249
L129 Colombian Zebra Catfish - Hypancistrus debilittera,Catfish,especially colorful,482,6,165
Endler guppy male el tigre - Poecilia wingei,Tooth carp,especially colorful,482,4,474
Scalar marble XL - Pterophyllum scalare,Cichlids,forms territories (when spawning),482,9,308
Flamingo tetra - hemigrammus caudovittatus,Tetra,especially colorful,482,6,58
2 x Butterfly Cichlid - Microgeophagus ramirezi - DNZ pair,Cichlids,especially colorful,482,4,261
2x chestnut cichlid - Aequidens maronii,Cichlids,forms territories (when spawning),482,7,354
Headstander - Anostomus anostomus - DNZ - 5cm,Tetra,swarm behaviour,482,6,98
"Female ""red blond"" guppy - Poecilia reticulata",Tooth carp,especially colorful,482,6,449
L200 Yellow Phantom Catfish - Hemiancistrus subviridis - 5-8 cm,Catfish,forms precincts,482,2,155
Leopard danio - Danio rerio (Brachydanio frankei),Beardies,swarm behaviour,482,4,44
Microrasbora dwarf rasbora - Boraras micros,Beardies,interesting behaviour,482,1,106
Endler Guppy female natural form - Poecilia wingei,Tooth carp,especially colorful,482,5,482
Ringfish - Epiplatys annulatus,Tooth carp,especially colorful,482,6,370
"Painted callous catfish ""albino"" - Hoplosternum thoracatum",Catfish,forms territories (when spawning),482,6,147
Gold Laser Mailed Catfish DNZ - Corydoras spec. CW010,Catfish,especially colorful,482,5,153
L403 - Panoqolus sp. - DNZ 4-5 cm,Catfish,forms precincts,482,5,156
Schomburgk's disc tetra - Metynnis schomburgi,Tetra,swarm behaviour,482,6,79
"Guppy male ""Cobra Green"" - Poecilia reticulata",Tooth carp,especially colorful,482,5,459
L14 - Sun Catfish - Scobinancistrus cf. aureatus - 8cm,Catfish,forms precincts,482,5,205
2x Scalar Gold - Pterophyllum scalare - DNZ,Cichlids,forms territories (when spawning),482,9,306
"Axolotl ""White"" - Ambystoma mexicanum - DNZ",Other fish,especially colorful,482,4,531
Copper Tetra DNZ - Hasemania nana,Tetra,especially colorful,482,5,15
Charcoal Barb - Haludaria fasciata,Barbs,swarm behaviour,482,5,57
"3x zebra cichlid ""red"" - Pseudotropheus estherae - TRIO (2W/1M)",Cichlids,forms precincts,482,5,255
Male Flame Guppy - Poecilia reticulata,Tooth carp,especially colorful,482,3,438
L270 - Chocolate Zebra Catfish - Hypancistrus sp. 5cm,Catfish,especially colorful,482,3,244
Redtail Crested Puffer - Carinotetraodon irrubesco,Pufferfish,interesting body shape,482,7,382
2x Gourami - Trichogaster leeri - pair,Labyrinth fish,forms territories (when spawning),482,8,431
2x slim cichlids Dickfeldi - Julidochromis dickfeldi - 5cm,Cichlids,forms territories (when spawning),482,9,303
"Zebrafish ""Veil"" - Brachydanio rerio",Beardies,swarm behaviour,482,7,45
Bitterling Barb - Barbus titteya,Barbs,especially colorful,482,5,74
L136 - Demini Angelfish - Hypancistrus sp. DNZ 5cm,Catfish,especially colorful,482,6,164
Female fighting fish black samurai - Betta splendens,Labyrinth fish,especially colorful,482,6,404
"Axelrod's rasbora ""blue"" - Sundadanio axelrodi",Beardies,interesting behaviour,482,3,102
"2 x blue spotted perch ""Neon Blue"" - Aequidens pulcher - DNZ - 5cm - pair",Cichlids,especially colorful,482,6,284
Blackback Mailed Catfish - Corydoras metae,Catfish,swarm behaviour,482,4,215
Bumblebee Platy - Xiphophorus maculatus,Tooth carp,especially colorful,482,4,492
Platy 'Marygold Glowlight' - Xiphophorus maculatus,Tooth carp,especially colorful,482,3,433
Molly silver - Poecilia sphenops,Tooth carp,especially colorful,482,6,434
"Male betta ""Koi Poster"" - Betta splendens",Labyrinth fish,especially colorful,482,4,410
"Platy ""tricolor"" - Xiphophorus maculatus",Tooth carp,especially colorful,482,3,439
Reddish Lipstick Goby - Sicyopus rubicundus,Gobies,interesting behaviour,482,1,167
Tucano Tetra - Tucanoichthys tucano,Tetra,especially colorful,482,5,113
Celebe's Sunray Fish - Marosatherina ladigesi,Spikefish,especially colorful,482,5,59
Nanus Armored Catfish - Corydoras nanus - DNZ,Catfish,swarm behaviour,482,4,233
Betta male Halfmoon xl - Betta splendens,Labyrinth fish,forms precincts,482,5,414
Miniature Shark - Hexanematichthys (Arius) seemani,Catfish,especially colorful,482,6,193
"Guppy male ""blue moscow"" - Poecilia reticulata",Tooth carp,especially colorful,482,4,478
2 x Villavicencio dwarf cichlid - Apistogramma macmasteri - pair,Cichlids,especially colorful,482,3,324
Betta male Dumbo Ear poster lg-xl - Betta splendens,Labyrinth fish,interesting body shape,482,9,412
"Parrot Platy ""Highfin"" - Xiphophorus variatus",Tooth carp,especially colorful,482,4,444
2x five-striped cichlid - Neolamprologus tretocephalus - DNZ - pair,Cichlids,especially colorful,482,6,277
Striped Garfish Gold - Aplocheilus lineatus,Tooth carp,especially colorful,482,6,366
Fighting fish male koi galaxy poster - Betta splendens,Labyrinth fish,especially colorful,482,4,416
"2x peacock cichlid ""red tiger"" - Astronotus ocellatus - pair",Cichlids,especially colorful,482,4,312
Molly black - Poecilia sphenops,Tooth carp,especially colorful,482,4,483
Blue Peru Tetra - Knodus borki,Tetra,especially colorful,482,4,123
Molly color mix male - Poecilia sphenops,Tooth carp,especially colorful,482,3,477
Black Thorn Eye - Pangio pangia,Loaches,especially colorful,482,3,135
Chindongo saulosi CORAL RED - 7-9cm,Cichlids,forms precincts,482,2,270
Four-striped Slim Cichlid - Julidochromis regani DNZ,Cichlids,forms territories (when spawning),482,6,299
Line Thorn Catfish - Platydoras costatus,Catfish,swarm behaviour,482,4,235
Gold sucking loach - Gyrinocheilus aymonieri,Loaches,forms precincts,482,2,133
2x Günther's killifish - Nothobranchius guentheri - pair,Tooth carp,especially colorful,482,6,373
Red Devils - Hyphessobrycon piranga - DNZ,Tetra,swarm behaviour,482,4,92
Checkerboard Loach - Yasuhikotakia sidthmunki,Loaches,swarm behaviour,482,4,141
2x purple perch - Pseudotropheus lombardoi DNZ pairs,Cichlids,especially colorful,482,3,348
Glowlight Tetra DNZ - Hemigrammus erythrozonus,Tetra,swarm behaviour,482,7,26
Slanting - Nannostomus unifasciata,Tetra,interesting behaviour,482,2,109
Witch catfish 10-12 cm - Rineloricaria fallax,Catfish,forms precincts,482,5,188
Betta Hybrid Alien Male - Betta splendens,Labyrinth fish,especially colorful,482,4,419
Scalar blue pearl XL - Pterophyllum scalare,Cichlids,interesting body shape,482,7,344
Reddish Dwarf Rasbora lg - Microrasbora rubescens,Beardies,swarm behaviour,482,4,108
Web Loach - Botia lohachata,Loaches,swarm behaviour,482,7,136
"2x Red Dwarf Cichlid - Apistogramma agassizii ""Red"" - DNZ pair",Cichlids,forms territories (when spawning),482,6,281
"2x scalar ""mix"" - Pterophyllum scalare - DNZ",Cichlids,forms territories (when spawning),482,7,297
Synodontis polly white - 4-6cm,Catfish,especially colorful,482,3,278
Ear grating Loricariidae - Otocinclus,Catfish,swarm behaviour,482,7,247
"Betta male ""super-delta xl"" - Betta splendens",Labyrinth fish,forms precincts,482,4,403
Firetail - Epalzeorhynchos (Labeo) bicolor,Other fish,especially colorful,482,6,526
Redfin Glass Tetra - Prionobrama filigera,Tetra,swarm behaviour,482,5,21
Five girdle barbel - Desmopuntius (Puntius) pentazona,Barbs,especially colorful,482,4,19
Veil catfish - Ancistrus spec,Catfish,interesting body shape,482,7,227
"Guppy male ""cobra red"" - Poecilia reticulata",Tooth carp,especially colorful,482,4,522
2x Gardner's killifish - Fundulopanchax gardneri - pair,Tooth carp,especially colorful,482,4,369
Yellow Emperor Cichlid - Aulonocara maleri,Cichlids,forms territories (when spawning),482,9,328
Elliot's Cichlid DNZ - Thorichthys maculipinnis (ellioti),Cichlids,especially colorful,482,3,361
2x Salvins cichlid - Cichlasoma salvini - DNZ pair,Cichlids,forms territories (when spawning),482,6,316
Filigree Rainbowfish - Iriatherina werneri,Spikefish,swarm behaviour,482,7,122
Salmon Rainbowfish - Glossolepis incisus,Spikefish,especially colorful,482,6,39
Kissing Gourami Gold - Helostoma temminckii,Labyrinth fish,especially colorful,482,4,415
Female fighting fish super delta lg - Betta splendens,Labyrinth fish,especially colorful,482,3,423
Tiger Mouthbrooder DNZ - Nimbrochromis livingstonii,Cichlids,interesting behaviour,482,4,257
Sucking Loach - Gyrinocheilus aymonieri,Loaches,forms precincts,482,3,166
Green Puffer Fish - Dichotomyctere (Tetraodon) nigroviridis,Pufferfish,interesting body shape,482,9,386
Brown Puffer Fish - Tetraodon miurus,Pufferfish,interesting body shape,482,7,383
Red witch catfish - Rineloricaria sp. - 4cm - DNZ,Catfish,especially colorful,482,6,174
"Swordtail ""Neon"" - Xiphophorus Helleri",Tooth carp,especially colorful,482,4,461
Ornamental Tetra - Hyphessobrycon bentosi,Tetra,swarm behaviour,482,5,35
"Swordtail ""Black"" - Xiphophorus Helleri",Tooth carp,especially colorful,482,4,456
"Corydoras aeneus ""black"" - Corydoras aeneus - DNZ",Catfish,swarm behaviour,482,6,245
Tortoiseshell Catfish - LDA 16 - Ancistrus sp. - DNZ,Catfish,forms precincts,482,2,236
Saulosi mouthbrooder coral red DNZ - Chindongo saulosi,Cichlids,interesting behaviour,482,3,338
2 x flag cichlid - Mesonauta festivus - DNZ pair,Cichlids,forms territories (when spawning),482,9,266
"Guppy male ""red blond"" - Poecilia reticulata",Tooth carp,especially colorful,482,5,458
Fighting fish male black samurai poster - Betta splendens,Labyrinth fish,interesting body shape,482,10,406
L183 White fringed Ancistrus - Ancistrus sp. - DNZ 5cm,Catfish,forms territories (when spawning),482,8,184
Clown Loach - Botia macracantha - S,Loaches,forms precincts,482,4,234
3x Demasons mouthbrooders - Chindongo demasoni - 1 trio (2W/1m),Cichlids,especially colorful,482,4,351
Copper Tetra - Hasemania nana,Tetra,especially colorful,482,5,37
2 x red line dwarf cichlid - Apistogramma hongsloi - DNZ pair,Cichlids,forms precincts,482,5,301
L316 - Jari's zebra catfish Hypancistrus sp. DNZ 4-6 cm,Catfish,especially colorful,482,4,199
Honeycomb Catfish - Glyptoperichthys gibbiceps - L165,Catfish,forms precincts,482,5,154
Thick Skin Mouthbrooder - Haplochromis CH 44,Cichlids,forms precincts,482,4,285
"Axolotl ""Albino"" - Ambystoma mexicanum - DNZ",Other fish,especially colorful,482,3,530
Glorious red mullet - Pethia conchonius,Barbs,especially colorful,482,5,68
2 x Purple Perch - Pelvicachromis pulcher - DNZ pair,Cichlids,especially colorful,482,5,260
Yellow-banded Catfish - Synodontis flavitaeniatus,Catfish,especially colorful,482,5,200
Male Fighting Fish - Betta splendens,Labyrinth fish,especially colorful,482,3,399
L18 - Golden Nugget - Baryancistrus xanthellus - 6-8cm,Catfish,especially colorful,482,4,190
"2x scalar ""Leopard"" - Pterophyllum scalare - DNZ",Cichlids,forms territories (when spawning),482,9,355
"Swordtail ""Marygold"" - Xiphophorus Helleri",Tooth carp,especially colorful,482,6,484
Saddleback Mailed Catfish - Scleromystax barbatus - DNZ,Catfish,swarm behaviour,482,5,145
Red Fin Sucker - Pseudogastromyzon myersi red fin,Loaches,interesting body shape,482,8,222
Germany Platy - Xiphophorus maculatus,Tooth carp,especially colorful,482,3,447
Three-banded Tetra - Nannostomus trifasciatus,Tetra,especially colorful,482,6,110
Golden Zebrafish - Brachydanio rerio,Beardies,swarm behaviour,482,6,103
Longitudinal striped ornamental tetra - Nannostomus beckfordi,Tetra,especially colorful,482,5,87
White-fronted Knifefish - Apteronotus albifrons,Other fish,forms precincts,482,4,528
2 x Fairy Bass - Neolamprologus brichardi - pair,Cichlids,forms precincts,482,5,282
"Neon tetra ""diamant"" EU-NZ - Paracheirodon innesi",Tetra,swarm behaviour,482,5,5
Congo Tetra med - Phenacogrammus interruptus,Tetra,especially colorful,482,5,117
Oblique swimmers - Thayeria boehlkei,Tetra,swarm behaviour,482,5,36
Hawaiian Platy - Xiphophorus maculatus,Tooth carp,especially colorful,482,6,510
"Endler's guppy male ""green tiger"" - Poecilia wingei",Tooth carp,especially colorful,482,5,480
King Tetra - Inpaichthys kerri EU-NZ,Tetra,especially colorful,482,3,318
"Sailfin ""black"" - Poecilia velifera",Tooth carp,forms territories (when spawning),482,8,509
Sumatran barb - Barbus tetrazona - DNZ,Barbs,swarm behaviour,482,6,28
Shark catfish - Pangasius sutchi,Catfish,forms precincts,482,5,208
"Guppy male ""cobra blue"" - Poecilia reticulata",Tooth carp,especially colorful,482,3,498
Golden Ringed Goby - Brachygobius xanthozona,Gobies,forms precincts,482,3,143
African-finned sucker - Sewellia lineolata,Loaches,swarm behaviour,482,5,251
"Platy ""korall berliner"" - Xiphophorus maculatus",Tooth carp,especially colorful,482,4,515
Fork-tailed Blue-Eyed - Pseudomugil furcatus,Spikefish,swarm behaviour,482,7,8
"Guppy male ""Dumbo ear"" - Poecilia reticulata",Tooth carp,especially colorful,482,6,487
Harlequin Barb - Trigonostigma heteromorpha - DNZ,Beardies,especially colorful,482,5,12
Web Brush Algae Eater - Crossocheilus reticulatus - DNZ,Barbs,swarm behaviour,482,6,14
"Swordtail ""Lyra"" - Xiphophorus Helleri",Tooth carp,especially colorful,482,4,486
Green Panaque - Panaque sp. - L191,Catfish,especially colorful,482,6,230
